Unnamed: 0,GPX4,AIFM2,SLC7A11,CARS1,CBS,TST,MPST
ACH-000849,0.693912282766292,-1.28590811552566,-0.813090459447706,0.203790110267783,1.44508121565069,1.52421883291393,0.143679644196592
ACH-000441,0.7202021681678,0.857103361986845,-0.126460083600978,0.164991917406068,0.0734150020259021,0.649362229189688,1.00004705010071
ACH-000248,-0.987816569595475,1.00118155380185,-0.769761445842484,-0.212683964938527,-1.61827602959258,-0.138665432521617,-0.271533165504528
ACH-000684,-0.743698099216283,-0.344476592366587,-0.0499524955952558,0.200519117850973,-0.720024183723368,-0.874138660604631,-0.218137363752836
ACH-000856,0.916936782053383,-0.858387062359278,-0.147790999568028,-0.621584536676304,1.47819160542826,-0.184998244090884,0.117864340092026
ACH-000348,0.184687071953319,0.272408384003607,-0.473313608342743,0.245368272604714,-0.421969573487812,-1.05932776830161,-0.547843750570111
ACH-000062,-0.0268297033119701,0.076276573777339,1.95378744794385,-0.323156983238064,-0.263885863268466,0.281931698487828,-0.423024188195284
ACH-000650,-0.715366742930611,0.944945923744036,-0.114919325194778,-0.074904629312957,0.55018504845052,-0.156032010072764,-0.0240288218286306
ACH-000484,-0.0845511231288021,-0.993344328767782,0.639922943712085,0.378768305424434,-1.63688445269148,-0.0112706035413264,0.275854176177293
ACH-000625,0.277213995011322,0.391731587887175,-0.524465059364753,0.191468491095276,2.70477670059186,1.93824424323561,2.13071691499508
ACH-000739,-0.650886448714982,0.26822393461783,0.275516044399902,-0.187217189877161,0.208998956409228,1.72170138330182,1.46750688431415
ACH-000361,-0.666890868307389,-0.798899603039766,-0.383130066121903,0.8434239349206,0.190834867376711,-1.00345075389057,-0.431728198332852
ACH-001239,1.19271371076882,-0.170941658413668,-0.174438699869603,-0.0295368215368932,-0.696972462845665,-0.645235636898569,-0.474338449577985
ACH-000250,-0.792248697892374,-0.19997050801883,0.477628667132034,-0.238485862390477,-2.26565015655818,-0.204539645825806,-0.363806050983419
ACH-000014,0.151976543040669,-0.101130932609213,-0.515006345817383,-0.587180093636022,-1.1431965810267,-0.799464831815182,-1.19878684305799
ACH-000713,-0.0374039638843217,0.918741235123215,0.477005352800942,-0.868894878230857,0.522737711451072,0.742428847202347,-0.073220362645153
ACH-000753,0.290654031253883,0.513312524199808,0.116058086925792,0.228702237886763,0.0614267937077838,-1.27958312734033,-0.570699790795023
ACH-000023,0.240368377069104,0.168014883840688,,0.360521029016764,-1.34165601675062,-1.00222404871868,-0.199504644463753
ACH-000711,-0.626707190398721,-0.465687527173752,,-0.387714196225054,0.673959765644161,-0.188629857398211,-0.335942471660722
ACH-000278,-0.124196046863395,-0.0191979433666576,,-0.659018231939337,0.50852007169835,-0.175777814731311,-0.532983997286473
ACH-000028,0.0262606078094809,-0.358161685891526,,-0.26577340242275,0.925106776592833,1.67713274325554,0.0870879231193967
ACH-000219,-0.0832596950029492,-0.175941411587492,,0.414073323286364,-0.565261647181129,-0.87080760379822,-0.537031094097692
ACH-000788,-0.0721942327628053,0.0641382240549406,,0.288409669068655,0.055503216022568,-0.596140646716002,-0.0551381568785068
