CellID,GPX4,AIFM2,SLC7A11,CARS1,CBS,TST,MPST,Cell Line Name,ERASTIN (BRD:BRD-A25004090-001-08-4) log2 fold change PRISM Repurposing Public 24Q2
ACH-000849,0.693912282766292,-1.28590811552566,-0.813090459447706,0.203790110267783,1.44508121565069,1.52421883291393,0.143679644196592,MDAMB468,-2.06851681714
ACH-000441,0.7202021681678,0.857103361986845,-0.126460083600978,0.164991917406068,0.0734150020259021,0.649362229189688,1.00004705010071,SH4,-0.0816462495273
ACH-000248,-0.987816569595475,1.00118155380185,-0.769761445842484,-0.212683964938527,-1.61827602959258,-0.138665432521617,-0.271533165504528,AU565,
ACH-000684,-0.743698099216283,-0.344476592366587,-0.0499524955952558,0.200519117850973,-0.720024183723368,-0.874138660604631,-0.218137363752836,KMRC1,-2.05623034909
ACH-000856,0.916936782053383,-0.858387062359278,-0.147790999568028,-0.621584536676304,1.47819160542826,-0.184998244090884,0.117864340092026,CAL51,0.651328438695
ACH-000348,0.184687071953319,0.272408384003607,-0.473313608342743,0.245368272604714,-0.421969573487812,-1.05932776830161,-0.547843750570111,RPMI7951,0.115757133611
ACH-000062,-0.0268297033119701,0.076276573777339,1.95378744794385,-0.323156983238064,-0.263885863268466,0.281931698487828,-0.423024188195284,RERFLCMS,0.110691133946
ACH-000650,-0.715366742930611,0.944945923744036,-0.114919325194778,-0.074904629312957,0.55018504845052,-0.156032010072764,-0.0240288218286306,IGR37,0.202168405915
ACH-000484,-0.0845511231288021,-0.993344328767782,0.639922943712085,0.378768305424434,-1.63688445269148,-0.0112706035413264,0.275854176177293,VMRCRCW,0.860117556886
ACH-000625,0.277213995011322,0.391731587887175,-0.524465059364753,0.191468491095276,2.70477670059186,1.93824424323561,2.13071691499508,HEP3B217,1.10328850002
ACH-000739,-0.650886448714982,0.26822393461783,0.275516044399902,-0.187217189877161,0.208998956409228,1.72170138330182,1.46750688431415,HEPG2,0.883904608837
ACH-000361,-0.666890868307389,-0.798899603039766,-0.383130066121903,0.8434239349206,0.190834867376711,-1.00345075389057,-0.431728198332852,SKHEP1,-3.73975486197
ACH-001239,1.19271371076882,-0.170941658413668,-0.174438699869603,-0.0295368215368932,-0.696972462845665,-0.645235636898569,-0.474338449577985,WM2664,0.961470257198
ACH-000250,-0.792248697892374,-0.19997050801883,0.477628667132034,-0.238485862390477,-2.26565015655818,-0.204539645825806,-0.363806050983419,KMRC20,-0.51999037335
ACH-000014,0.151976543040669,-0.101130932609213,-0.515006345817383,-0.587180093636022,-1.1431965810267,-0.799464831815182,-1.19878684305799,HS294T,0.569814770119
ACH-000713,-0.0374039638843217,0.918741235123215,0.477005352800942,-0.868894878230857,0.522737711451072,0.742428847202347,-0.073220362645153,CAOV3,1.52719600761
ACH-000753,0.290654031253883,0.513312524199808,0.116058086925792,0.228702237886763,0.0614267937077838,-1.27958312734033,-0.570699790795023,JMSU1,1.09379514235
ACH-000023,0.240368377069104,0.168014883840688,,0.360521029016764,-1.34165601675062,-1.00222404871868,-0.199504644463753,PATU8988T,-0.691730381294
ACH-000711,-0.626707190398721,-0.465687527173752,,-0.387714196225054,0.673959765644161,-0.188629857398211,-0.335942471660722,JIMT1,0.55299910772
ACH-000278,-0.124196046863395,-0.0191979433666576,,-0.659018231939337,0.50852007169835,-0.175777814731311,-0.532983997286473,COV362,-0.0143555004014
ACH-000219,-0.0832596950029492,-0.175941411587492,,0.414073323286364,-0.565261647181129,-0.87080760379822,-0.537031094097692,A375,0.418917986531
ACH-000788,-0.0721942327628053,0.0641382240549406,,0.288409669068655,0.055503216022568,-0.596140646716002,-0.0551381568785068,A2058,0.0258540847904
ACH-000651,0.0994148520975793,0.652318898911367,,0.642560541448343,-0.102210124316915,0.491785534531135,0.554460617249679,SW620,0.232016879986
ACH-000935,0.71038733461997,-0.460260088643793,,0.109687571367606,-0.884269626443846,-0.673626536075831,-0.0439740701195244,MDST8,
ACH-000475,-0.3978038840169,1.06425948704193,,-0.54556504868516,0.247652495122975,1.54116299789818,1.12173992582909,HUH1,0.821279794455
ACH-000971,-0.380308927857208,0.578390914236254,0.497953241075562,0.781375432049938,-1.35272498076739,-0.0704437532618717,-0.0254647575795707,HCT116,0.15037200778
ACH-000393,-1.21210055040245,0.123662758986859,-0.576458818388161,-0.262887320880328,0.679764148428013,-0.110096145963643,-0.323127663374903,HLF,-0.340612075786
ACH-000552,0.646320614147653,0.348984944203651,0.655785258853035,0.0034304258944852,-1.10066017402736,0.488142891001774,-0.2986014912663,HT29,0.794782673946
ACH-000528,0.152738757850154,-2.02057381576735,1.11677542133733,0.191902991577291,1.64633307936776,-1.05424242898016,-1.05128753262462,ABC1,0.221970444722
ACH-000783,1.81534250151043,-2.17397465857414,-0.888131553223483,0.370741575448831,0.52495815604761,-0.668679888466361,-0.0423844421802784,CAMA1,0.406285678284
ACH-000943,-1.10949193671414,0.910062657078159,-0.252077416580276,-0.0873852759747854,-1.67857893913222,-0.599515943596168,0.0317281125798233,RKO,0.0635628375247
ACH-000986,0.286009415137676,1.24061313324568,0.364841371807851,0.612825030304569,-1.27253299516128,0.701625819211164,0.0815735682070357,HT115,-1.22686830527
ACH-000734,-0.687285774983161,0.866726035841895,-0.561796937886562,-0.627037461221927,1.22141512705233,2.19295152846563,2.55111813182765,JHH5,1.04150092863
ACH-000423,0.232418358534652,0.0039586973432829,-0.0819567099622029,-0.974117645042623,-0.741078244220881,-0.484605854400647,-0.545752474674808,SKMEL3,0.81672311668
ACH-000860,-0.520868298313305,-0.845805787252461,0.253333107326609,-0.568684780943747,1.08104321047769,-1.24131517451111,-0.646160398038247,NCIH358,0.656368596091
ACH-000547,0.243600248388894,0.593247876696251,-0.184929022520462,-0.573221226264879,-0.571854172209996,-0.913410139199968,-1.43323700145669,HT1197,-1.39050115079
ACH-000480,-0.460611248947767,0.376821189937515,0.430982456709257,-0.165025316597231,1.36258405966762,1.45800141315294,1.26717771701955,HUH7,-0.248510479267
ACH-000847,1.44406004665634,-1.85190987259982,0.2625659034787,1.41062274933171,-2.15591072330535,-0.284377052692566,0.45665251911506,HGC27,-0.537806017605
ACH-000749,-0.496750759890381,-1.68319212826933,-1.19319344823886,-0.551471891436934,1.20563376706533,-0.650487862884821,0.177956412471838,DMS273,-0.787761716953
ACH-000510,-0.245104500177851,0.183384232162978,0.244764375325905,0.236862756304912,0.837168541941641,-1.56110894974213,-0.913223403741684,NCIH1299,-0.098707630845
ACH-000615,0.270964060172289,0.479181987679013,0.217208531088179,-0.180009063096064,-1.17100885305629,0.478952101805419,-0.15564911526353,SKMEL28,
ACH-000234,-0.0646732331616338,0.604976381860597,1.3877872496982,0.467964297793211,-1.02947003775879,0.133636129022905,0.206311296713662,CAKI2,0.420604657583
ACH-000926,-0.154384933301673,1.58079214266934,-0.56864207858879,-0.676021600837461,-1.40038119597635,2.83290070720637,1.19048631320383,HT55,0.935752771616
ACH-000866,1.55398687310697,-0.413340154035904,,-0.0625204944241499,2.84386914166554,-0.629310909668489,-0.155000109487115,NCIH1048,1.26960447613
ACH-000778,-0.857338092244663,-0.441710644963309,,0.003423902773968,-1.22556642749539,-0.793092741425355,-0.697289028918205,HSC3,0.294874134505
ACH-000288,0.368054641303445,-0.288461334866654,,-0.0975443322569609,0.559358927987609,-0.355360636465108,-0.0026835003336649,BT549,0.626021380856
ACH-000467,-0.646931467035502,0.753631215615384,,0.661498812706884,-0.811144269237911,1.42505641686618,0.481517923485303,HCC56,-0.0382762177934
ACH-000958,0.0978414016627947,1.26339901635078,,0.191351077688215,-0.887570137630568,0.339668840982148,-0.299780453582028,SW48,
